scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
yeterli-tam,Modern sanatlara olan destek yeterli.,Modern sanatlara olan destek tam.,Modern sanatlara olan destek yeterli değil.,Modern sanatlara olan destek tam değil.,"Modern sanatlara olan destek yeterli, hatta tam.","Modern sanatlara olan destek yeterli, belki de tam.",Modern sanatlara olan destek yeterli ama tam değil.,"Modern sanatlara olan destek tam değil, hatta yeterli bile değil.","Modern sanatlara olan destek tam değil, belki yeterli bile değil.",Modern sanatlara olan destek tam değil ama yeterli.
yeterli-tam,Fotoğraf sergisi için yapılan hazırlıklar yeterli.,Fotoğraf sergisi için yapılan hazırlıklar tam.,Fotoğraf sergisi için yapılan hazırlıklar yeterli değil.,Fotoğraf sergisi için yapılan hazırlıklar tam değil.,"Fotoğraf sergisi için yapılan hazırlıklar yeterli, hatta tam.","Fotoğraf sergisi için yapılan hazırlıklar yeterli, belki de tam.",Fotoğraf sergisi için yapılan hazırlıklar yeterli ama tam değil.,"Fotoğraf sergisi için yapılan hazırlıklar tam değil, hatta yeterli bile değil.","Fotoğraf sergisi için yapılan hazırlıklar tam değil, belki yeterli bile değil.",Fotoğraf sergisi için yapılan hazırlıklar tam değil ama yeterli.
yeterli-tam,Doğa temalı sanat faaliyetleri yeterli.,Doğa temalı sanat faaliyetleri tam.,Doğa temalı sanat faaliyetleri yeterli değil.,Doğa temalı sanat faaliyetleri tam değil.,"Doğa temalı sanat faaliyetleri yeterli, hatta tam.","Doğa temalı sanat faaliyetleri yeterli, belki de tam.",Doğa temalı sanat faaliyetleri yeterli ama tam değil.,"Doğa temalı sanat faaliyetleri tam değil, hatta yeterli bile değil.","Doğa temalı sanat faaliyetleri tam değil, belki yeterli bile değil.",Doğa temalı sanat faaliyetleri tam değil ama yeterli.
yeterli-tam,Biyoteknoloji alanındaki bilgileriniz yeterli.,Biyoteknoloji alanındaki bilgileriniz tam.,Biyoteknoloji alanındaki bilgileriniz yeterli değil.,Biyoteknoloji alanındaki bilgileriniz tam değil.,"Biyoteknoloji alanındaki bilgileriniz yeterli, hatta tam.","Biyoteknoloji alanındaki bilgileriniz yeterli, belki de tam.",Biyoteknoloji alanındaki bilgileriniz yeterli ama tam değil.,"Biyoteknoloji alanındaki bilgileriniz tam değil, hatta yeterli bile değil.","Biyoteknoloji alanındaki bilgileriniz tam değil, belki yeterli bile değil.",Biyoteknoloji alanındaki bilgileriniz tam değil ama yeterli.
yeterli-tam,Kuaförün kestiği miktar yeterli.,Kuaförün kestiği miktar tam.,Kuaförün kestiği miktar yeterli değil.,Kuaförün kestiği miktar tam değil.,"Kuaförün kestiği miktar yeterli, hatta tam.","Kuaförün kestiği miktar yeterli, belki de tam.",Kuaförün kestiği miktar yeterli ama tam değil.,"Kuaförün kestiği miktar tam değil, hatta yeterli bile değil.","Kuaförün kestiği miktar tam değil, belki yeterli bile değil.",Kuaförün kestiği miktar tam değil ama yeterli.
yeterli-tam,Geçen yılki yenilikçi adımlar yeterliydi.,Geçen yılki yenilikçi adımlar tamdı.,Geçen yılki yenilikçi adımlar yeterli değildi.,Geçen yılki yenilikçi adımlar tam değildi.,"Geçen yılki yenilikçi adımlar yeterliydi, hatta tamdı.","Geçen yılki yenilikçi adımlar yeterliydi, belki de tamdı.",Geçen yılki yenilikçi adımlar yeterliydi ama tam değildi.,"Geçen yılki yenilikçi adımlar tam değildi, hatta yeterli bile değildi.","Geçen yılki yenilikçi adımlar tam değildi, belki yeterli bile değildi.",Geçen yılki yenilikçi adımlar tam değildi ama yeterliydi.
yeterli-tam,Entelektüel birikimimiz yeterli.,Entelektüel birikimimiz tam.,Entelektüel birikimimiz yeterli değil.,Entelektüel birikimimiz tam değil.,"Entelektüel birikimimiz yeterli, hatta tam.","Entelektüel birikimimiz yeterli, belki de tam.",Entelektüel birikimimiz yeterli ama tam değil.,"Entelektüel birikimimiz tam değil, hatta yeterli bile değil.","Entelektüel birikimimiz tam değil, belki yeterli bile değil.",Entelektüel birikimimiz tam değil ama yeterli.
yeterli-tam,Biriktirilen para bu yardım için yeterli.,Biriktirilen para bu yardım için tam.,Biriktirilen para bu yardım için yeterli değil.,Biriktirilen para bu yardım için tam değil.,"Biriktirilen para bu yardım için yeterli, hatta tam.","Biriktirilen para bu yardım için yeterli, belki de tam.",Biriktirilen para bu yardım için yeterli ama tam değil.,"Biriktirilen para bu yardım için tam değil, hatta yeterli bile değil.","Biriktirilen para bu yardım için tam değil, belki yeterli bile değil.",Biriktirilen para bu yardım için tam değil ama yeterli.
yeterli-tam,Göllerdeki su miktarı yeterliymiş.,Göllerdeki su miktarı tammış.,Göllerdeki su miktarı yeterli değilmiş.,Göllerdeki su miktarı tam değilmiş.,"Göllerdeki su miktarı yeterliymiş, hatta tammış.","Göllerdeki su miktarı yeterliymiş, belki de tammış.",Göllerdeki su miktarı yeterliymiş ama tam değilmiş.,"Göllerdeki su miktarı tam değilmiş, hatta yeterli bile değilmiş.","Göllerdeki su miktarı tam değilmiş, belki yeterli bile değilmiş.",Göllerdeki su miktarı tam değilmiş ama yeterliymiş.
zararlı-ölümcül,Bu alandaki hava sizin için zararlı.,Bu alandaki hava sizin için ölümcül.,Bu alandaki hava sizin için zararlı değil.,Bu alandaki hava sizin için ölümcül değil.,"Bu alandaki hava sizin için zararlı, hatta ölümcül.","Bu alandaki hava sizin için zararlı, belki de ölümcül.",Bu alandaki hava sizin için zararlı ama ölümcül değil.,"Bu alandaki hava sizin için ölümcül değil, hatta zararlı bile değil.","Bu alandaki hava sizin için ölümcül değil, belki zararlı bile değil.",Bu alandaki hava sizin için ölümcül değil ama zararlı.
zararlı-ölümcül,Yeni kullanmaya başladığı ilaçlar zararlı.,Yeni kullanmaya başladığı ilaçlar ölümcül.,Yeni kullanmaya başladığı ilaçlar zararlı değil.,Yeni kullanmaya başladığı ilaçlar ölümcül değil.,"Yeni kullanmaya başladığı ilaçlar zararlı, hatta ölümcül.","Yeni kullanmaya başladığı ilaçlar zararlı, belki de ölümcül.",Yeni kullanmaya başladığı ilaçlar zararlı ama ölümcül değil.,"Yeni kullanmaya başladığı ilaçlar ölümcül değil, hatta zararlı bile değil.","Yeni kullanmaya başladığı ilaçlar ölümcül değil, belki zararlı bile değil.",Yeni kullanmaya başladığı ilaçlar ölümcül değil ama zararlı.
zararlı-ölümcül,Bu yörede yemeklerde kullanılan yağ zararlı.,Bu yörede yemeklerde kullanılan yağ ölümcül.,Bu yörede yemeklerde kullanılan yağ zararlı değil.,Bu yörede yemeklerde kullanılan yağ ölümcül değil.,"Bu yörede yemeklerde kullanılan yağ zararlı, hatta ölümcül.","Bu yörede yemeklerde kullanılan yağ zararlı, belki de ölümcül.",Bu yörede yemeklerde kullanılan yağ zararlı ama ölümcül değil.,"Bu yörede yemeklerde kullanılan yağ ölümcül değil, hatta zararlı bile değil.","Bu yörede yemeklerde kullanılan yağ ölümcül değil, belki zararlı bile değil.",Bu yörede yemeklerde kullanılan yağ ölümcül değil ama zararlı.
zararlı-ölümcül,Bu bölgedeki su kaynakları zararlı.,Bu bölgedeki su kaynakları ölümcül.,Bu bölgedeki su kaynakları zararlı değil.,Bu bölgedeki su kaynakları ölümcül değil.,"Bu bölgedeki su kaynakları zararlı, hatta ölümcül.","Bu bölgedeki su kaynakları zararlı, belki de ölümcül.",Bu bölgedeki su kaynakları zararlı ama ölümcül değil.,"Bu bölgedeki su kaynakları ölümcül değil, hatta zararlı bile değil.","Bu bölgedeki su kaynakları ölümcül değil, belki zararlı bile değil.",Bu bölgedeki su kaynakları ölümcül değil ama zararlı.
zararlı-ölümcül,Şehrin havası geçtiğimiz yıllarda zararlıydı.,Şehrin havası geçtiğimiz yıllarda ölümcüldü.,Şehrin havası geçtiğimiz yıllarda zararlı değildi.,Şehrin havası geçtiğimiz yıllarda ölümcül değildi.,"Şehrin havası geçtiğimiz yıllarda zararlıydı, hatta ölümcüldü.","Şehrin havası geçtiğimiz yıllarda zararlıydı, belki de ölümcüldü.",Şehrin havası geçtiğimiz yıllarda zararlıydı ama ölümcül değildi.,"Şehrin havası geçtiğimiz yıllarda ölümcül değildi, hatta zararlı bile değildi.","Şehrin havası geçtiğimiz yıllarda ölümcül değildi, belki zararlı bile değildi.",Şehrin havası geçtiğimiz yıllarda ölümcül değildi ama zararlıydı.
zararlı-ölümcül,Toprağın yapısı bu bitki için zararlı.,Toprağın yapısı bu bitki için ölümcül.,Toprağın yapısı bu bitki için zararlı değil.,Toprağın yapısı bu bitki için ölümcül değil.,"Toprağın yapısı bu bitki için zararlı, hatta ölümcül.","Toprağın yapısı bu bitki için zararlı, belki de ölümcül.",Toprağın yapısı bu bitki için zararlı ama ölümcül değil.,"Toprağın yapısı bu bitki için ölümcül değil, hatta zararlı bile değil.","Toprağın yapısı bu bitki için ölümcül değil, belki zararlı bile değil.",Toprağın yapısı bu bitki için ölümcül değil ama zararlı.
zararlı-ölümcül,Filtresiz bacalardan çıkan gazlar zararlı.,Filtresiz bacalardan çıkan gazlar ölümcül.,Filtresiz bacalardan çıkan gazlar zararlı değil.,Filtresiz bacalardan çıkan gazlar ölümcül değil.,"Filtresiz bacalardan çıkan gazlar zararlı, hatta ölümcül.","Filtresiz bacalardan çıkan gazlar zararlı, belki de ölümcül.",Filtresiz bacalardan çıkan gazlar zararlı ama ölümcül değil.,"Filtresiz bacalardan çıkan gazlar ölümcül değil, hatta zararlı bile değil.","Filtresiz bacalardan çıkan gazlar ölümcül değil, belki zararlı bile değil.",Filtresiz bacalardan çıkan gazlar ölümcül değil ama zararlı.
zararlı-ölümcül,Kaza sonrasında bölgedeki su kaynakları zararlı.,Kaza sonrasında bölgedeki su kaynakları ölümcül.,Kaza sonrasında bölgedeki su kaynakları zararlı değil.,Kaza sonrasında bölgedeki su kaynakları ölümcül değil.,"Kaza sonrasında bölgedeki su kaynakları zararlı, hatta ölümcül.","Kaza sonrasında bölgedeki su kaynakları zararlı, belki de ölümcül.",Kaza sonrasında bölgedeki su kaynakları zararlı ama ölümcül değil.,"Kaza sonrasında bölgedeki su kaynakları ölümcül değil, hatta zararlı bile değil.","Kaza sonrasında bölgedeki su kaynakları ölümcül değil, belki zararlı bile değil.",Kaza sonrasında bölgedeki su kaynakları ölümcül değil ama zararlı.
zararlı-ölümcül,Bu kadar ışık onun için zararlıydı.,Bu kadar ışık onun için ölümcüldü.,Bu kadar ışık onun için zararlı değildi.,Bu kadar ışık onun için ölümcül değildi.,"Bu kadar ışık onun için zararlıydı, hatta ölümcüldü.","Bu kadar ışık onun için zararlıydı, belki de ölümcüldü.",Bu kadar ışık onun için zararlıydı ama ölümcül değildi.,"Bu kadar ışık onun için ölümcül değildi, hatta zararlı bile değildi.","Bu kadar ışık onun için ölümcül değildi, belki zararlı bile değildi.",Bu kadar ışık onun için ölümcül değildi ama zararlıydı.
zararlı-ölümcül,Verdiğimiz besinler köpeğimiz için zararlıymış.,Verdiğimiz besinler köpeğimiz için ölümcülmüş.,Verdiğimiz besinler köpeğimiz için zararlı değilmiş.,Verdiğimiz besinler köpeğimiz için ölümcül değilmiş.,"Verdiğimiz besinler köpeğimiz için zararlıymış, hatta ölümcülmüş.","Verdiğimiz besinler köpeğimiz için zararlıymış, belki de ölümcülmüş.",Verdiğimiz besinler köpeğimiz için zararlıymış ama ölümcül değilmiş.,"Verdiğimiz besinler köpeğimiz için ölümcül değilmiş, hatta zararlı bile değilmiş.","Verdiğimiz besinler köpeğimiz için ölümcül değilmiş, belki zararlı bile değilmiş.",Verdiğimiz besinler köpeğimiz için ölümcül değilmiş ama zararlıymış.
zararlı-ölümcül,Taşıdığı mikrop insan vücudu için zararlıymış.,Taşıdığı mikrop insan vücudu için ölümcülmüş.,Taşıdığı mikrop insan vücudu için zararlı değilmiş.,Taşıdığı mikrop insan vücudu için ölümcül değilmiş.,"Taşıdığı mikrop insan vücudu için zararlıymış, hatta ölümcülmüş.","Taşıdığı mikrop insan vücudu için zararlıymış, belki de ölümcülmüş.",Taşıdığı mikrop insan vücudu için zararlıymış ama ölümcül değilmiş.,"Taşıdığı mikrop insan vücudu için ölümcül değilmiş, hatta zararlı bile değilmiş.","Taşıdığı mikrop insan vücudu için ölümcül değilmiş, belki zararlı bile değilmiş.",Taşıdığı mikrop insan vücudu için ölümcül değilmiş ama zararlıymış.
zararlı-ölümcül,Parmaklarındaki hastalık onun için zararlı.,Parmaklarındaki hastalık onun için ölümcül.,Parmaklarındaki hastalık onun için zararlı değil.,Parmaklarındaki hastalık onun için ölümcül değil.,"Parmaklarındaki hastalık onun için zararlı, hatta ölümcül.","Parmaklarındaki hastalık onun için zararlı, belki de ölümcül.",Parmaklarındaki hastalık onun için zararlı ama ölümcül değil.,"Parmaklarındaki hastalık onun için ölümcül değil, hatta zararlı bile değil.","Parmaklarındaki hastalık onun için ölümcül değil, belki zararlı bile değil.",Parmaklarındaki hastalık onun için ölümcül değil ama zararlı.
zararlı-ölümcül,O birliktelik onun için zararlıydı.,O birliktelik onun için ölümcüldü.,O birliktelik onun için zararlı değildi.,O birliktelik onun için ölümcül değildi.,"O birliktelik onun için zararlıydı, hatta ölümcüldü.","O birliktelik onun için zararlıydı, belki de ölümcüldü.",O birliktelik onun için zararlıydı ama ölümcül değildi.,"O birliktelik onun için ölümcül değildi, hatta zararlı bile değildi.","O birliktelik onun için ölümcül değildi, belki zararlı bile değildi.",O birliktelik onun için ölümcül değildi ama zararlıydı.
zararlı-ölümcül,Yaptıklarınız göç eden leylekler için zararlı.,Yaptıklarınız göç eden leylekler için ölümcül.,Yaptıklarınız göç eden leylekler için zararlı değil.,Yaptıklarınız göç eden leylekler için ölümcül değil.,"Yaptıklarınız göç eden leylekler için zararlı, hatta ölümcül.","Yaptıklarınız göç eden leylekler için zararlı, belki de ölümcül.",Yaptıklarınız göç eden leylekler için zararlı ama ölümcül değil.,"Yaptıklarınız göç eden leylekler için ölümcül değil, hatta zararlı bile değil.","Yaptıklarınız göç eden leylekler için ölümcül değil, belki zararlı bile değil.",Yaptıklarınız göç eden leylekler için ölümcül değil ama zararlı.
zararlı-ölümcül,Mekanın havasızlığı hasta kimseler için zararlı.,Mekanın havasızlığı hasta kimseler için ölümcül.,Mekanın havasızlığı hasta kimseler için zararlı değil.,Mekanın havasızlığı hasta kimseler için ölümcül değil.,"Mekanın havasızlığı hasta kimseler için zararlı, hatta ölümcül.","Mekanın havasızlığı hasta kimseler için zararlı, belki de ölümcül.",Mekanın havasızlığı hasta kimseler için zararlı ama ölümcül değil.,"Mekanın havasızlığı hasta kimseler için ölümcül değil, hatta zararlı bile değil.","Mekanın havasızlığı hasta kimseler için ölümcül değil, belki zararlı bile değil.",Mekanın havasızlığı hasta kimseler için ölümcül değil ama zararlı.
zararlı-ölümcül,Saatlerce oturmak insan kalbi açısından zararlı.,Saatlerce oturmak insan kalbi açısından ölümcül.,Saatlerce oturmak insan kalbi açısından zararlı değil.,Saatlerce oturmak insan kalbi açısından ölümcül değil.,"Saatlerce oturmak insan kalbi açısından zararlı, hatta ölümcül.","Saatlerce oturmak insan kalbi açısından zararlı, belki de ölümcül.",Saatlerce oturmak insan kalbi açısından zararlı ama ölümcül değil.,"Saatlerce oturmak insan kalbi açısından ölümcül değil, hatta zararlı bile değil.","Saatlerce oturmak insan kalbi açısından ölümcül değil, belki zararlı bile değil.",Saatlerce oturmak insan kalbi açısından ölümcül değil ama zararlı.
zararlı-ölümcül,Bu kadar açlık zararlı.,Bu kadar açlık ölümcül.,Bu kadar açlık zararlı değil.,Bu kadar açlık ölümcül değil.,"Bu kadar açlık zararlı, hatta ölümcül.","Bu kadar açlık zararlı, belki de ölümcül.",Bu kadar açlık zararlı ama ölümcül değil.,"Bu kadar açlık ölümcül değil, hatta zararlı bile değil.","Bu kadar açlık ölümcül değil, belki zararlı bile değil.",Bu kadar açlık ölümcül değil ama zararlı.
