scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
birkaç-bütün,Ağacın birkaç dalında kuş yuvası var.,Ağacın bütün dallarında kuş yuvası var.,Ağacın hiçbir dalında kuş yuvası yok.,Ağacın bütün dallarında kuş yuvası yok.,"Ağacın birkaç dalında kuş yuvası var, hatta bütün dallarında kuş yuvası var.","Ağacın birkaç dalında kuş yuvası var, belki de bütün dallarında kuş yuvası var.",Ağacın birkaç dalında kuş yuvası var ama bütün dallarında kuş yuvası yok.,"Ağacın bütün dallarında kuş yuvası yok, hatta birkaç dalında bile kuş yuvası yok.","Ağacın bütün dallarında kuş yuvası yok, belki de birkaç dalında bile kuş yuvası yok.",Ağacın bütün dallarında kuş yuvası yok ama birkaç dalında kuş yuvası var.
birkaç-bütün,Ağlayan çocukların birkaçı benim kuzenim.,Ağlayan çocukların bütünü benim kuzenim.,Ağlayan çocukların hiçbiri benim kuzenim değil.,Ağlayan çocukların bütünü benim kuzenim değil.,"Ağlayan çocukların birkaçı benim kuzenim, hatta bütünü benim kuzenim.","Ağlayan çocukların birkaçı benim kuzenim, belki de bütünü benim kuzenim.",Ağlayan çocukların birkaçı benim kuzenim ama bütünü benim kuzenim değil.,"Ağlayan çocukların bütünü benim kuzenim değil, hatta birkaçı bile benim kuzenim değil.","Ağlayan çocukların bütünü benim kuzenim değil, belki de birkaçı bile benim kuzenim değil.",Ağlayan çocukların bütünü benim kuzenim değil ama birkaçı benim kuzenim.
birkaç-bütün,Şehrimizin birkaç mahallesini gezmişler.,Şehrimizin bütün mahallelerini gezmişler.,Şehrimizin hiçbir mahallesini gezmemişler.,Şehrimizin bütün mahallelerini gezmemişler.,"Şehrimizin birkaç mahallesini gezmişler, hatta bütün mahallelerini gezmişler.","Şehrimizin birkaç mahallesini gezmişler, belki de bütün mahallelerini gezmişler.",Şehrimizin birkaç mahallesini gezmişler ama bütün mahallelerini gezmemişler.,"Şehrimizin bütün mahallelerini gezmemişler, hatta birkaç mahallesini bile gezmemişler.","Şehrimizin bütün mahallelerini gezmemişler, belki de birkaç mahallesini bile gezmemişler.",Şehrimizin bütün mahallelerini gezmemişler ama birkaç mahallesini gezmişler.
birkaç-bütün,Ormandaki evlerin birkaçı yıkılacakmış.,Ormandaki bütün evler yıkılacakmış.,Ormandaki evlerin hiçbiri yıkılmayacakmış.,Ormandaki bütün evler yıkılmayacakmış.,"Ormandaki evlerin birkaçı yıkılacakmış, hatta bütün evler yıkılacakmış.","Ormandaki evlerin birkaçı yıkılacakmış, belki de bütün evler yıkılacakmış.",Ormandaki evlerin birkaçı yıkılacakmış ama bütün evler yıkılmayacakmış.,"Ormandaki bütün evler yıkılmayacakmış, hatta evlerin birkaçı bile yıkılmayacakmış.","Ormandaki bütün evler yıkılmayacakmış, belki de evlerin birkaçı bile yıkılmayacakmış.",Ormandaki bütün evler yıkılmayacakmış ama evlerin birkaçı yıkılacakmış.
birkaç-bütün,Mağaza müdürünün birkaç arabasını çalmışlardı.,Mağaza müdürünün bütün arabalarını çalmışlardı.,Mağaza müdürünün hiçbir arabasını çalmamışlardı.,Mağaza müdürünün bütün arabalarını çalmamışlardı.,"Mağaza müdürünün birkaç arabasını çalmışlardı, hatta bütün arabalarını çalmışlardı.","Mağaza müdürünün birkaç arabasını çalmışlardı, belki de bütün arabalarını çalmışlardı.",Mağaza müdürünün birkaç arabasını çalmışlardı ama bütün arabalarını çalmamışlardı.,"Mağaza müdürünün bütün arabalarını çalmamışlardı, hatta birkaç arabasını bile çalmamışlardı.","Mağaza müdürünün bütün arabalarını çalmamışlardı, belki de birkaç arabasını bile çalmamışlardı.",Mağaza müdürünün bütün arabalarını çalmamışlardı ama birkaç arabasını çalmışlardı.
birkaç-bütün,Birkaç köylü bize katıldı.,Bütün köylüler bize katıldı.,Hiçbir köylü bize katılmadı.,Bütün köylüler bize katılmadı.,"Birkaç köylü bize katıldı, hatta bütün köylüler bize katıldı.","Birkaç köylü bize katıldı, belki de bütün köylüler bize katıldı.",Birkaç köylü bize katıldı ama bütün köylüler bize katılmadı.,"Bütün köylüler bize katılmadı, hatta birkaç köylü bile bize katılmadı.","Bütün köylüler bize katılmadı, belki de birkaç köylü bile bize katılmadı.",Bütün köylüler bize katılmadı ama birkaç köylü bize katıldı.
birkaç-bütün,Komşumuzun birkaç akrabasını görmüştük.,Komşumuzun bütün akrabalarını görmüştük.,Komşumuzun hiçbir akrabasını görmemiştik.,Komşumuzun bütün akrabalarını görmemiştik.,"Komşumuzun birkaç akrabasını görmüştük, hatta bütün akrabalarını görmüştük.","Komşumuzun birkaç akrabasını görmüştük, belki de bütün akrabalarını görmüştük.",Komşumuzun birkaç akrabasını görmüştük ama bütün akrabalarını görmemiştik.,"Komşumuzun bütün akrabalarını görmemiştik, hatta birkaç akrabasını bile görmemiştik.","Komşumuzun bütün akrabalarını görmemiştik, belki de birkaç akrabasını bile görmemiştik.",Komşumuzun bütün akrabalarını görmemiştik ama birkaç akrabasını görmüştük.
birkaç-tüm,Birkaç öğrenci başarılı olmak için çaba gösterdi.,Tüm öğrenciler başarılı olmak için çaba gösterdi.,Hiçbir öğrenci başarılı olmak için çaba göstermedi.,Tüm öğrenciler başarılı olmak için çaba göstermedi.,"Birkaç öğrenci başarılı olmak için çaba gösterdi, hatta tüm öğrenciler başarılı olmak için çaba gösterdi.","Birkaç öğrenci başarılı olmak için çaba gösterdi, belki de tüm öğrenciler başarılı olmak için çaba gösterdi.",Birkaç öğrenci başarılı olmak için çaba gösterdi ama tüm öğrenciler başarılı olmak için çaba göstermedi.,"Tüm öğrenciler başarılı olmak için çaba göstermedi, hatta birkaç öğrenci bile başarılı olmak için çaba göstermedi.","Tüm öğrenciler başarılı olmak için çaba göstermedi, belki de birkaç öğrenci bile başarılı olmak için çaba göstermedi.",Tüm öğrenciler başarılı olmak için çaba göstermedi ama birkaç öğrenci başarılı olmak için çaba gösterdi.
birkaç-tüm,Doğum gününe birkaç arkadaşı katılacak.,Doğum gününe tüm arkadaşları katılacak.,Doğum gününe hiçbir arkadaşı katılmayacak.,Doğum gününe tüm arkadaşları katılmayacak.,"Doğum gününe birkaç arkadaşı katılacak, hatta tüm arkadaşları katılacak.","Doğum gününe birkaç arkadaşı katılacak, belki de tüm arkadaşları katılacak.",Doğum gününe birkaç arkadaşı katılacak ama tüm arkadaşları katılmayacak.,"Doğum gününe tüm arkadaşları katılmayacak, hatta birkaç arkadaşı bile katılmayacak.","Doğum gününe tüm arkadaşları katılmayacak, belki de birkaç arkadaşı bile katılmayacak.",Doğum gününe tüm arkadaşları katılmayacak ama birkaç arkadaşı katılacak.
birkaç-tüm,Yaz tatili için birkaç oteli inceledik.,Yaz tatili için tüm otelleri inceledik.,Yaz tatili için hiçbir oteli incelemedik.,Yaz tatili için tüm otelleri incelemedik.,"Yaz tatili için birkaç oteli inceledik, hatta tüm otelleri inceledik.","Yaz tatili için birkaç oteli inceledik, belki de tüm otelleri inceledik.",Yaz tatili için birkaç oteli inceledik ama tüm otelleri incelemedik.,"Yaz tatili için tüm otelleri incelemedik, hatta birkaç oteli bile incelemedik.","Yaz tatili için tüm otelleri incelemedik, belki de birkaç oteli bile incelemedik.",Yaz tatili için tüm otelleri incelemedik ama birkaç oteli inceledik.
birkaç-tüm,Kitaplığın tozunu birkaç öğrenci alacaktı.,Kitaplığın tozunu tüm öğrenciler alacaktı.,Kitaplığın tozunu hiçbir öğrenci almayacaktı.,Kitaplığın tozunu tüm öğrenciler almayacaktı.,"Kitaplığın tozunu birkaç öğrenci alacaktı, hatta tüm öğrenciler alacaktı.","Kitaplığın tozunu birkaç öğrenci alacaktı, belki de tüm öğrenciler alacaktı.",Kitaplığın tozunu birkaç öğrenci alacaktı ama tüm öğrenciler almayacaktı.,"Kitaplığın tozunu tüm öğrenciler almayacaktı, hatta birkaç öğrenci bile almayacaktı.","Kitaplığın tozunu tüm öğrenciler almayacaktı, belki de birkaç öğrenci bile almayacaktı.",Kitaplığın tozunu tüm öğrenciler almayacaktı ama birkaç öğrenci alacaktı.
birkaç-tüm,Çiçekçinin birkaç komşusunu dövmüşler.,Çiçekçinin tüm komşularını dövmüşler.,Çiçekçinin hiçbir komşusunu dövmemişler.,Çiçekçinin tüm komşularını dövmemişler.,"Çiçekçinin birkaç komşusunu dövmüşler, hatta tüm komşularını dövmüşler.","Çiçekçinin birkaç komşusunu dövmüşler, belki de tüm komşularını dövmüşler.",Çiçekçinin birkaç komşusunu dövmüşler ama tüm komşularını dövmemişler.,"Çiçekçinin tüm komşularını dövmemişler, hatta birkaç komşusunu bile dövmemişler.","Çiçekçinin tüm komşularını dövmemişler, belki de birkaç komşusunu bile dövmemişler.",Çiçekçinin tüm komşularını dövmemişler ama birkaç komşusunu dövmüşler.
birkaç-tüm,Spor salonuna birkaç dostu gelecek.,Spor salonuna tüm dostları gelecek.,Spor salonuna hiçbir dostu gelmeyecek.,Spor salonuna tüm dostları gelmeyecek.,"Spor salonuna birkaç dostu gelecek, hatta tüm dostları gelecek.","Spor salonuna birkaç dostu gelecek, belki de tüm dostları gelecek.",Spor salonuna birkaç dostu gelecek ama tüm dostları gelmeyecek.,"Spor salonuna tüm dostları gelmeyecek, hatta birkaç dostu bile gelmeyecek.","Spor salonuna tüm dostları gelmeyecek, belki de birkaç dostu bile gelmeyecek.",Spor salonuna tüm dostları gelmeyecek ama birkaç dostu gelecek.
birkaç-tüm,Duruşmaya birkaç aile üyesi katılacakmış.,Duruşmaya tüm aile üyeleri katılacakmış.,Duruşmaya hiçbir aile üyesi katılmayacakmış.,Duruşmaya tüm aile üyeleri katılmayacakmış.,"Duruşmaya birkaç aile üyesi katılacakmış, hatta tüm aile üyeleri katılacakmış.","Duruşmaya birkaç aile üyesi katılacakmış, belki de tüm aile üyeleri katılacakmış.",Duruşmaya birkaç aile üyesi katılacakmış ama tüm aile üyeleri katılmayacakmış.,"Duruşmaya tüm aile üyeleri katılmayacakmış, hatta birkaç aile üyesi bile katılmayacakmış.","Duruşmaya tüm aile üyeleri katılmayacakmış, belki de birkaç aile üyesi bile katılmayacakmış.",Duruşmaya tüm aile üyeleri katılmayacakmış ama birkaç aile üyesi katılacakmış.
birkaç-tüm,Konferans salonuna birkaç öğrenci geldi.,Konferans salonuna tüm öğrenciler geldi.,Konferans salonuna hiçbir öğrenci gelmedi.,Konferans salonuna tüm öğrenciler gelmedi.,"Konferans salonuna birkaç öğrenci geldi, hatta tüm öğrenciler geldi.","Konferans salonuna birkaç öğrenci geldi, belki de tüm öğrenciler geldi.",Konferans salonuna birkaç öğrenci geldi ama tüm öğrenciler gelmedi.,"Konferans salonuna tüm öğrenciler gelmedi, hatta birkaç öğrenci bile gelmedi.","Konferans salonuna tüm öğrenciler gelmedi, belki de birkaç öğrenci bile gelmedi.",Konferans salonuna tüm öğrenciler gelmedi ama birkaç öğrenci geldi.
birkaç-tüm,Menüdeki birkaç ürünü denemiştik.,Menüdeki tüm ürünleri denemiştik.,Menüdeki hiçbir ürünü denememiştik.,Menüdeki tüm ürünleri denememiştik.,"Menüdeki birkaç ürünü denemiştik, hatta tüm ürünleri denemiştik.","Menüdeki birkaç ürünü denemiştik, belki de tüm ürünleri denemiştik.",Menüdeki birkaç ürünü denemiştik ama tüm ürünleri denememiştik.,"Menüdeki tüm ürünleri denememiştik, hatta birkaç ürünü bile denememiştik.","Menüdeki tüm ürünleri denememiştik, belki de birkaç ürünü bile denememiştik.",Menüdeki tüm ürünleri denememiştik ama birkaç ürünü denemiştik.
birkaç-tüm,Aşçı birkaç garsonu fırçaladı.,Aşçı tüm garsonları fırçaladı.,Aşçı hiçbir garsonu fırçalamadı.,Aşçı tüm garsonları fırçalamadı.,"Aşçı birkaç garsonu fırçaladı, hatta tüm garsonları fırçaladı.","Aşçı birkaç garsonu fırçaladı, belki de tüm garsonları fırçaladı.",Aşçı birkaç garsonu fırçaladı ama tüm garsonları fırçalamadı.,"Aşçı tüm garsonları fırçalamadı, hatta birkaç garsonu bile fırçalamadı.","Aşçı tüm garsonları fırçalamadı, belki de birkaç garsonu bile fırçalamadı.",Aşçı tüm garsonları fırçalamadı ama birkaç garsonu fırçaladı.
birkaç-tüm,Elif birkaç topu yerine koydu.,Elif tüm topları yerine koydu.,Elif hiçbir topu yerine koymadı.,Elif tüm topları yerine koymadı.,"Elif birkaç topu yerine koydu, hatta tüm topları yerine koydu.","Elif birkaç topu yerine koydu, belki de tüm topları yerine koydu.",Elif birkaç topu yerine koydu ama tüm topları yerine koymadı.,"Elif tüm topları yerine koymadı, hatta birkaç topu bile yerine koymadı.","Elif tüm topları yerine koymadı, belki de birkaç topu bile yerine koymadı.",Elif tüm topları yerine koymadı ama birkaç topu yerine koydu.
birkaç-tüm,Birkaç oyuncu golf sahasındaydı.,Tüm oyuncular golf sahasındaydı.,Hiçbir oyuncu golf sahasında değildi.,Tüm oyuncular golf sahasında değildi.,"Birkaç oyuncu golf sahasındaydı, hatta tüm oyuncular golf sahasındaydı.","Birkaç oyuncu golf sahasındaydı, belki de tüm oyuncular golf sahasındaydı.",Birkaç oyuncu golf sahasındaydı ama tüm oyuncular golf sahasında değildi.,"Tüm oyuncular golf sahasında değildi, hatta birkaç oyuncu bile golf sahasında değildi.","Tüm oyuncular golf sahasında değildi, belki de birkaç oyuncu bile golf sahasında değildi.",Tüm oyuncular golf sahasında değildi ama birkaç oyuncu golf sahasındaydı.
birkaç-tüm,Ayakkabıcının birkaç ayakkabısı eski.,Ayakkabıcının tüm ayakkabıları eski.,Ayakkabıcının hiçbir ayakkabısı eski değil.,Ayakkabıcının tüm ayakkabıları eski değil.,"Ayakkabıcının birkaç ayakkabısı eski, hatta tüm ayakkabıları eski.","Ayakkabıcının birkaç ayakkabısı eski, belki de tüm ayakkabıları eski.",Ayakkabıcının birkaç ayakkabısı eski ama tüm ayakkabıları eski değil.,"Ayakkabıcının tüm ayakkabıları eski değil, hatta birkaçı bile eski değil.","Ayakkabıcının tüm ayakkabıları eski değil, belki birkaçı bile eski değil.",Ayakkabıcının tüm ayakkabıları eski değil ama birkaç ayakkabısı eski.
birkaç-tüm,Mağaza çalışanları birkaç tişörtü düşürmüşler.,Mağaza çalışanları tüm tişörtleri düşürmüşler.,Mağaza çalışanları hiçbir tişörtü düşürmemişler.,Mağaza çalışanları tüm tişörtleri düşürmemişler.,"Mağaza çalışanları birkaç tişörtü düşürmüşler, hatta tüm tişörtleri düşürmüşler.","Mağaza çalışanları birkaç tişörtü düşürmüşler, belki de tüm tişörtleri düşürmüşler.",Mağaza çalışanları birkaç tişörtü düşürmüşler ama tüm tişörtleri düşürmemişler.,"Mağaza çalışanları tüm tişörtleri düşürmemişler, hatta birkaç tişörtü bile düşürmemişler.","Mağaza çalışanları tüm tişörtleri düşürmemişler, belki de birkaç tişörtü bile düşürmemişler.",Mağaza çalışanları tüm tişörtleri düşürmemişler ama birkaç tişörtü düşürmüşler.
birkaç-tüm,Şelaleye birkaç tur varmış.,Şelaleye tüm turlar varmış.,Şelaleye hiçbir tur yokmuş.,Şelaleye tüm turlar yokmuş.,"Şelaleye birkaç tur varmış, hatta tüm turlar varmış.","Şelaleye birkaç tur varmış, belki de tüm turlar varmış.",Şelaleye birkaç tur varmış ama tüm turlar yokmuş.,"Şelaleye tüm turlar yokmuş, hatta birkaç tur bile yokmuş.","Şelaleye tüm turlar yokmuş, belki de birkaç tur bile yokmuş.",Şelaleye tüm turlar yokmuş ama birkaç tur varmış.
birkaç-tüm,Gezimizde Fransa'nın birkaç şehrini ziyaret edeceğiz.,Gezimizde Fransa'nın tüm şehirlerini ziyaret edeceğiz.,Gezimizde Fransa'nın hiçbir şehrini ziyaret etmeyeceğiz.,Gezimizde Fransa'nın tüm şehirlerini ziyaret etmeyeceğiz.,"Gezimizde Fransa'nın birkaç şehrini ziyaret edeceğiz, hatta tüm şehirlerini ziyaret edeceğiz.","Gezimizde Fransa'nın birkaç şehrini ziyaret edeceğiz, belki de tüm şehirlerini ziyaret edeceğiz.",Gezimizde Fransa'nın birkaç şehrini ziyaret edeceğiz ama tüm şehirlerini ziyaret etmeyeceğiz.,"Gezimizde Fransa'nın tüm şehirlerini ziyaret etmeyeceğiz, hatta birkaç şehrini bile ziyaret etmeyeceğiz.","Gezimizde Fransa'nın tüm şehirlerini ziyaret etmeyeceğiz, belki de birkaç şehrini bile ziyaret etmeyeceğiz.",Gezimizde Fransa'nın tüm şehirlerini ziyaret etmeyeceğiz ama birkaç şehrini ziyaret edeceğiz.
