scale,A,B,C,D,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement
muhtemelen-kesin,Nisan ayında muhtemelen yağmur yağacaktır.,Nisan ayında yağmur yağacağı kesin.,Nisan ayında muhtemelen yağmur yağmayacaktır.,Nisan ayında yağmur yağacağı kesin değil.,"Nisan ayında muhtemelen yağmur yağacaktır, hatta yağacağı kesin.","Nisan ayında muhtemelen yağmur yağacaktır, yağacağı belki de kesin.",Nisan ayında muhtemelen yağmur yağacaktır ama yağacağı kesin değil.,"Nisan ayında yağmur yağacağı kesin değil, hatta muhtemelen yağmur yağmayacaktır.","Nisan ayında yağmur yağacağı kesin değil, muhtemelen yağmur yağmayacaktır bile.",Nisan ayında yağmur yağacağı kesin değil ama muhtemelen yağmur yağacaktır.
muhtemelen-kesin,Çalan parçayı muhtemelen dinleyecektir.,Çalan parçayı dinleyeceği kesin.,Çalan parçayı muhtemelen dinlemeyecektir.,Çalan parçayı dinleyeceği kesin değil.,"Çalan parçayı muhtemelen dinleyecektir, hatta dinleyeceği kesin.","Çalan parçayı muhtemelen dinleyecektir, dinleyeceği belki de kesin.",Çalan parçayı muhtemelen dinleyecektir ama dinleyeceği kesin değil.,"Çalan parçayı dinleyeceği kesin değil, hatta muhtemelen dinlemeyecektir.","Çalan parçayı dinleyeceği kesin değil, muhtemelen dinlemeyecektir bile.",Çalan parçayı dinleyeceği kesin değil ama muhtemelen dinleyecektir.
muhtemelen-kesin,Perşembe günü muhtemelen gelecektir.,Perşembe günü geleceği kesin.,Perşembe günü muhtemelen gelmeyecektir.,Perşembe günü geleceği kesin değil.,"Perşembe günü muhtemelen gelecektir, hatta geleceği kesin.","Perşembe günü muhtemelen gelecektir, geleceği belki de kesin.",Perşembe günü muhtemelen gelecektir ama geleceği kesin değil.,"Perşembe günü geleceği kesin değil, hatta muhtemelen gelmeyecektir.","Perşembe günü geleceği kesin değil, muhtemelen gelmeyecektir bile.",Perşembe günü geleceği kesin değil ama muhtemelen gelecektir.
muhtemelen-kesin,Tayland'dan gelen hediyeyi muhtemelen açacaktır.,Tayland'dan gelen hediyeyi açacağı kesin.,Tayland'dan gelen hediyeyi muhtemelen açmayacaktır.,Tayland'dan gelen hediyeyi açacağı kesin değil.,"Tayland'dan gelen hediyeyi muhtemelen açacaktır, hatta açacağı kesin.","Tayland'dan gelen hediyeyi muhtemelen açacaktır, açacağı belki de kesin.",Tayland'dan gelen hediyeyi muhtemelen açacaktır ama açacağı kesin değil.,"Tayland'dan gelen hediyeyi açacağı kesin değil, hatta muhtemelen açmayacaktır.","Tayland'dan gelen hediyeyi açacağı kesin değil, muhtemelen açmayacaktır bile.",Tayland'dan gelen hediyeyi açacağı kesin değil ama muhtemelen açacaktır.
muhtemelen-kesin,Çin'den aldığı gömleği muhtemelen iade edecektir.,Çin'den aldığı gömleği iade edeceği kesin.,Çin'den aldığı gömleği muhtemelen iade etmeyecektir.,Çin'den aldığı gömleği iade edeceği kesin değil.,"Çin'den aldığı gömleği muhtemelen iade edecektir, hatta iade edeceği kesin.","Çin'den aldığı gömleği muhtemelen iade edecektir, iade edeceği belki de kesin.",Çin'den aldığı gömleği muhtemelen iade edecektir ama iade edeceği kesin değil.,"Çin'den aldığı gömleği iade edeceği kesin değil, hatta muhtemelen iade etmeyecektir.","Çin'den aldığı gömleği iade edeceği kesin değil, muhtemelen iade etmeyecektir bile.",Çin'den aldığı gömleği iade edeceği kesin değil ama muhtemelen iade edecektir.
muhtemelen-kesin,Bu yaz indirdiği oyunları muhtemelen bitirecektir.,Bu yaz indirdiği oyunları bitireceği kesin.,Bu yaz indirdiği oyunları muhtemelen bitirmeyecektir.,Bu yaz indirdiği oyunları bitireceği kesin değil.,"Bu yaz indirdiği oyunları muhtemelen bitirecektir, hatta bitireceği kesin.","Bu yaz indirdiği oyunları muhtemelen bitirecektir, bitireceği belki de kesin.",Bu yaz indirdiği oyunları muhtemelen bitirecektir ama bitireceği kesin değil.,"Bu yaz indirdiği oyunları bitireceği kesin değil, hatta muhtemelen bitirmeyecektir.","Bu yaz indirdiği oyunları bitireceği kesin değil, muhtemelen bitirmeyecektir bile.",Bu yaz indirdiği oyunları bitireceği kesin değil ama muhtemelen bitirecektir.
muhtemelen-kesin,Lotus çiçeğini muhtemelen sulayacaktır.,Lotus çiçeğini sulayacağı kesin.,Lotus çiçeğini muhtemelen sulamayacaktır.,Lotus çiçeğini sulayacağı kesin değil.,"Lotus çiçeğini muhtemelen sulayacaktır, hatta sulayacağı kesin.","Lotus çiçeğini muhtemelen sulayacaktır, sulayacağı belki de kesin.",Lotus çiçeğini muhtemelen sulayacaktır ama sulayacağı kesin değil.,"Lotus çiçeğini sulayacağı kesin değil, hatta muhtemelen sulamayacaktır.","Lotus çiçeğini sulayacağı kesin değil, muhtemelen sulamayacaktır bile.",Lotus çiçeğini sulayacağı kesin değil ama muhtemelen sulayacaktır.
muhtemelen-kesin,Ayşeler müzeyi muhtemelen ziyaret edeceklerdir.,Ayşeler müzeyi ziyaret edecekleri kesin.,Ayşeler müzeyi muhtemelen ziyaret etmeyeceklerdir.,Ayşeler müzeyi ziyaret edecekleri kesin değil.,"Ayşeler müzeyi muhtemelen ziyaret edeceklerdir, hatta ziyaret edecekleri kesin.","Ayşeler müzeyi muhtemelen ziyaret edeceklerdir, ziyaret edecekleri belki de kesin.",Ayşeler müzeyi muhtemelen ziyaret edeceklerdir ama ziyaret edecekleri kesin değil.,"Ayşeler müzeyi ziyaret edecekleri kesin değil, hatta muhtemelen ziyaret etmeyeceklerdir.","Ayşeler müzeyi ziyaret edecekleri kesin değil, muhtemelen ziyaret etmeyeceklerdir bile.",Ayşeler müzeyi ziyaret edecekleri kesin değil ama muhtemelen ziyaret edeceklerdir.
muhtemelen-kesin,Bu kışın muhtemelen kar yağacaktır.,Bu kışın kar yağacağı kesin.,Bu kışın muhtemelen kar yağmayacaktır.,Bu kışın kar yağacağı kesin değil.,"Bu kışın muhtemelen kar yağacaktır, hatta kar yağacağı kesin.","Bu kışın muhtemelen kar yağacaktır, kar yağacağı belki de kesin.",Bu kışın muhtemelen kar yağacaktır ama kar yağacağı kesin değil.,"Bu kışın kar yağacağı kesin değil, hatta muhtemelen kar yağmayacaktır.","Bu kışın kar yağacağı kesin değil, muhtemelen kar yağmayacaktır bile.",Bu kışın kar yağacağı kesin değil ama muhtemelen kar yağacaktır.
muhtemelen-kesin,Rayların tamirini muhtemelen yapacaklardır.,Rayların tamirini yapacakları kesin.,Rayların tamirini muhtemelen yapmayacaklardır.,Rayların tamirini yapacakları kesin değil.,"Rayların tamirini muhtemelen yapacaklardır, hatta yapacakları kesin.","Rayların tamirini muhtemelen yapacaklardır, yapacakları belki de kesin.",Rayların tamirini muhtemelen yapacaklardır ama yapacakları kesin değil.,"Rayların tamirini yapacakları kesin değil, hatta muhtemelen yapmayacaklardır.","Rayların tamirini yapacakları kesin değil, muhtemelen yapmayacaklardır bile.",Rayların tamirini yapacakları kesin değil ama muhtemelen yapacaklardır.
muhtemelen-kesin,Gitarın tellerini muhtemelen tamir ettireceklermiş.,Gitarın tellerini tamir ettirecekleri kesinmiş.,Gitarın tellerini muhtemelen tamir ettirmeyeceklermiş.,Gitarın tellerini tamir ettirecekleri kesin değilmiş.,"Gitarın tellerini muhtemelen tamir ettireceklermiş, hatta tamir ettirecekleri kesinmiş.","Gitarın tellerini muhtemelen tamir ettireceklermiş, tamir ettirecekleri belki de kesinmiş.",Gitarın tellerini muhtemelen tamir ettireceklermiş ama tamir ettirecekleri kesin değilmiş.,"Gitarın tellerini tamir ettirecekleri kesin değilmiş, hatta muhtemelen tamir ettirmeyeceklermiş.","Gitarın tellerini tamir ettirecekleri kesin değilmiş, muhtemelen tamir ettirmeyeceklermiş bile.",Gitarın tellerini tamir ettirecekleri kesin değilmiş ama muhtemelen tamir ettireceklermiş.
muhtemelen-kesin,Kırdığı insanlardan muhtemelen özür dileyecekmiş.,Kırdığı insanlardan özür dileyeceği kesin.,Kırdığı insanlardan muhtemelen özür dilemeyecekmiş.,Kırdığı insanlardan özür dileyeceği kesin değil.,"Kırdığı insanlardan muhtemelen özür dileyecekmiş, hatta özür dileyeceği kesin.","Kırdığı insanlardan muhtemelen özür dileyecekmiş, özür dileyeceği belki de kesin.",Kırdığı insanlardan muhtemelen özür dileyecekmiş ama özür dileyeceği kesin değil.,"Kırdığı insanlardan özür dileyeceği kesin değil, hatta muhtemelen özür dilemeyecekmiş.","Kırdığı insanlardan özür dileyeceği kesin değil, muhtemelen özür dilemeyecekmiş bile.",Kırdığı insanlardan özür dileyeceği kesin değil ama muhtemelen özür dileyecekmiş.
muhtemelen-kesin,Kütüphanedeki kitapların muhtemelen özetini çıkaracakmışız.,Kütüphanedeki kitapların özetini çıkaracağımız kesinmiş.,Kütüphanedeki kitapların muhtemelen özetini çıkarmayacakmışız.,Kütüphanedeki kitapların özetini çıkaracağımız kesin değilmiş.,"Kütüphanedeki kitapların muhtemelen özetini çıkaracakmışız, hatta çıkaracağımız kesinmiş.","Kütüphanedeki kitapların muhtemelen özetini çıkaracakmışız, çıkaracağımız belki de kesinmiş.",Kütüphanedeki kitapların muhtemelen özetini çıkaracakmışız ama çıkaracağımız kesin değilmiş.,"Kütüphanedeki kitapların özetini çıkaracağımız kesin değilmiş, hatta muhtemelen özetini çıkarmayacakmışız.","Kütüphanedeki kitapların özetini çıkaracağımız kesin değilmiş, muhtemelen özetini çıkarmayacakmışız bile.",Kütüphanedeki kitapların özetini çıkaracağımız kesin değilmiş ama muhtemelen özetini çıkaracakmışız.
muhtemelen-kesin,Kolonyayı muhtemelen koklayacakmış.,Kolonyayı koklayacağı kesinmiş.,Kolonyayı muhtemelen koklamayacakmış.,Kolonyayı koklayacağı kesin değilmiş.,"Kolonyayı muhtemelen koklayacakmış, hatta koklayacağı kesinmiş.","Kolonyayı muhtemelen koklayacakmış, koklayacağı belki de kesinmiş.",Kolonyayı muhtemelen koklayacakmış ama koklayacağı kesin değilmiş.,"Kolonyayı koklayacağı kesin değilmiş, hatta muhtemelen koklamayacakmış.","Kolonyayı koklayacağı kesin değilmiş, muhtemelen koklamayacakmış bile.",Kolonyayı koklayacağı kesin değilmiş ama muhtemelen koklayacakmış.
muhtemelen-kesin,Bilgisayarın hafızasını muhtemelen temizleyecekmiş.,Bilgisayarın hafızasını temizleyeceği kesinmiş.,Bilgisayarın hafızasını muhtemelen temizlemeyecekmiş.,Bilgisayarın hafızasını temizleyeceği kesin değilmiş.,"Bilgisayarın hafızasını muhtemelen temizleyecekmiş, hatta temizleyeceği kesinmiş.","Bilgisayarın hafızasını muhtemelen temizleyecekmiş, temizleyeceği belki de kesinmiş.",Bilgisayarın hafızasını muhtemelen temizleyecekmiş ama temizleyeceği kesin değilmiş.,"Bilgisayarın hafızasını temizleyeceği kesin değilmiş, hatta muhtemelen temizlemeyecekmiş.","Bilgisayarın hafızasını temizleyeceği kesin değilmiş, muhtemelen temizlemeyecekmiş bile.",Bilgisayarın hafızasını temizleyeceği kesin değilmiş ama muhtemelen temizleyecekmiş.
muhtemelen-kesin,Halıdaki desenlerin benzerini muhtemelen çıkaracaklarmış.,Halıdaki desenlerin benzerini çıkaracakları kesinmiş.,Halıdaki desenlerin benzerini muhtemelen çıkarmayacaklarmış.,Halıdaki desenlerin benzerini çıkaracakları kesin değilmiş.,"Halıdaki desenlerin benzerini muhtemelen çıkaracaklarmış, hatta çıkaracakları kesinmiş.","Halıdaki desenlerin benzerini muhtemelen çıkaracaklarmış, çıkaracakları belki de kesinmiş.",Halıdaki desenlerin benzerini muhtemelen çıkaracaklarmış ama çıkaracakları kesin değilmiş.,"Halıdaki desenlerin benzerini çıkaracakları kesin değilmiş, hatta muhtemelen çıkarmayacaklarmış.","Halıdaki desenlerin benzerini çıkaracakları kesin değilmiş, muhtemelen çıkarmayacaklarmış bile.",Halıdaki desenlerin benzerini çıkaracakları kesin değilmiş ama muhtemelen çıkaracaklarmış.
muhtemelen-kesin,Matematik dersine muhtemelen katılacaklarmış.,Matematik dersine katılacakları kesinmiş.,Matematik dersine muhtemelen katılmayacaklarmış.,Matematik dersine katılacakları kesin değilmiş.,"Matematik dersine muhtemelen katılacaklarmış, hatta katılacakları kesinmiş.","Matematik dersine muhtemelen katılacaklarmış, katılacakları belki de kesinmiş.",Matematik dersine muhtemelen katılacaklarmış ama katılacakları kesin değilmiş.,"Matematik dersine katılacakları kesin değilmiş, hatta muhtemelen katılmayacaklarmış.","Matematik dersine katılacakları kesin değilmiş, muhtemelen katılmayacaklarmış bile.",Matematik dersine katılacakları kesin değilmiş ama muhtemelen katılacaklarmış.
muhtemelen-kesin,Başka programlama dillerini muhtemelen öğrenecekmiş.,Başka programlama dillerini öğreneceği kesinmiş.,Başka programlama dillerini muhtemelen öğrenmeyecekmiş.,Başka programlama dillerini öğreneceği kesin değilmiş.,"Başka programlama dillerini muhtemelen öğrenecekmiş, hatta öğreneceği kesinmiş.","Başka programlama dillerini muhtemelen öğrenecekmiş, öğreneceği belki de kesinmiş.",Başka programlama dillerini muhtemelen öğrenecekmiş ama öğreneceği kesin değilmiş.,"Başka programlama dillerini öğreneceği kesin değilmiş, hatta muhtemelen öğrenmeyecekmiş.","Başka programlama dillerini öğreneceği kesin değilmiş, muhtemelen öğrenmeyecekmiş bile.",Başka programlama dillerini öğreneceği kesin değilmiş ama muhtemelen öğrenecekmiş.
muhtemelen-kesin,Rehabilitasyon merkezine muhtemelen uğrayacakmışız.,Rehabilitasyon merkezine uğrayacağımız kesinmiş.,Rehabilitasyon merkezine muhtemelen uğramayacakmışız.,Rehabilitasyon merkezine uğrayacağımız kesin değilmiş.,"Rehabilitasyon merkezine muhtemelen uğrayacakmışız, hatta uğrayacağımız kesinmiş.","Rehabilitasyon merkezine muhtemelen uğrayacakmışız, uğrayacağımız belki de kesinmiş.",Rehabilitasyon merkezine muhtemelen uğrayacakmışız ama uğrayacağımız kesin değilmiş.,"Rehabilitasyon merkezine uğrayacağımız kesin değilmiş, hatta muhtemelen uğramayacakmışız.","Rehabilitasyon merkezine uğrayacağımız kesin değilmiş, muhtemelen uğramayacakmışız bile.",Rehabilitasyon merkezine uğrayacağımız kesin değilmiş ama muhtemelen uğrayacakmışız.
muhtemelen-kesin,Köpeğimiz yarın muhtemelen doğuracakmış.,Köpeğimizin yarın doğuracağı kesinmiş.,Köpeğimiz yarın muhtemelen doğurmazmış.,Köpeğimizin yarın doğuracağı kesin değilmiş.,"Köpeğimiz yarın muhtemelen doğuracakmış, hatta doğuracağı kesinmiş.","Köpeğimiz yarın muhtemelen doğuracakmış, doğuracağı belki de kesinmiş.",Köpeğimiz yarın muhtemelen doğuracakmış ama doğuracağı kesin değilmiş.,"Köpeğimizin yarın doğuracağı kesin değilmiş, hatta muhtemelen doğurmazmış.","Köpeğimizin yarın doğuracağı kesin değilmiş, muhtemelen doğurmazmış bile.",Köpeğimizin yarın doğuracağı kesin değilmiş ama muhtemelen doğuracakmış.
muhtemelen-kesin,Toplantıda bahsettiklerimizi muhtemelen kaydedeceklermiş.,Toplantıda bahsettiklerimizi kaydedecekleri kesinmiş.,Toplantıda bahsettiklerimizi muhtemelen kaydetmeyeceklermiş.,Toplantıda bahsettiklerimizi kaydedecekleri kesin değilmiş.,"Toplantıda bahsettiklerimizi muhtemelen kaydedeceklermiş, hatta kaydedecekleri kesinmiş.","Toplantıda bahsettiklerimizi muhtemelen kaydedeceklermiş, kaydedecekleri belki de kesinmiş.",Toplantıda bahsettiklerimizi muhtemelen kaydedeceklermiş ama kaydedecekleri kesin değilmiş.,"Toplantıda bahsettiklerimizi kaydedecekleri kesin değilmiş, hatta muhtemelen kaydetmeyeceklermiş.","Toplantıda bahsettiklerimizi kaydedecekleri kesin değilmiş, muhtemelen kaydetmeyeceklermiş bile.",Toplantıda bahsettiklerimizi kaydedecekleri kesin değilmiş ama muhtemelen kaydedeceklermiş.
muhtemelen-kesin,İş geliştirme müdürüyle muhtemelen görüşecekmişiz.,İş geliştirme müdürüyle görüşeceğimiz kesinmiş.,İş geliştirme müdürüyle muhtemelen görüşmeyecekmişiz.,İş geliştirme müdürüyle görüşeceğimiz kesin değilmiş.,"İş geliştirme müdürüyle muhtemelen görüşecekmişiz, hatta görüşeceğimiz kesinmiş.","İş geliştirme müdürüyle muhtemelen görüşecekmişiz, görüşeceğimiz belki de kesinmiş.",İş geliştirme müdürüyle muhtemelen görüşecekmişiz ama görüşeceğimiz kesin değilmiş.,"İş geliştirme müdürüyle görüşeceğimiz kesin değilmiş, hatta muhtemelen görüşmeyecekmişiz.","İş geliştirme müdürüyle görüşeceğimiz kesin değilmiş, muhtemelen görüşmeyecekmişiz bile.",İş geliştirme müdürüyle görüşeceğimiz kesin değilmiş ama muhtemelen görüşecekmişiz.
muhtemelen-kesin,Köpeğinizi muhtemelen yıkayacaklarmış.,Köpeğinizi yıkayacakları kesinmiş.,Köpeğinizi muhtemelen yıkamayacaklarmış.,Köpeğinizi yıkayacakları kesin değilmiş.,"Köpeğinizi muhtemelen yıkayacaklarmış, hatta yıkayacakları kesinmiş.","Köpeğinizi muhtemelen yıkayacaklarmış, yıkayacakları belki de kesinmiş.",Köpeğinizi muhtemelen yıkayacaklarmış ama yıkayacakları kesin değilmiş.,"Köpeğinizi yıkayacakları kesin değilmiş, hatta muhtemelen yıkamayacaklarmış.","Köpeğinizi yıkayacakları kesin değilmiş, muhtemelen yıkamayacaklarmış bile.",Köpeğinizi yıkayacakları kesin değilmiş ama muhtemelen yıkayacaklarmış.
muhtemelen-kesin,Köydeki çocukları muhtemelen okula yazdıracaklarmış.,Köydeki çocukları okula yazdıracakları kesinmiş.,Köydeki çocukları muhtemelen okula yazdırmayacaklarmış.,Köydeki çocukları okula yazdıracakları kesin değilmiş.,"Köydeki çocukları muhtemelen okula yazdıracaklarmış, hatta yazdıracakları kesinmiş.","Köydeki çocukları muhtemelen okula yazdıracaklarmış, yazdıracakları belki de kesinmiş.",Köydeki çocukları muhtemelen okula yazdıracaklarmış ama yazdıracakları kesin değilmiş.,"Köydeki çocukları okula yazdıracakları kesin değilmiş, hatta muhtemelen okula yazdırmayacaklarmış.","Köydeki çocukları okula yazdıracakları kesin değilmiş, muhtemelen okula yazdırmayacaklarmış bile.",Köydeki çocukları okula yazdıracakları kesin değilmiş ama muhtemelen okula yazdıracaklarmış.
muhtemelen-kesin,Tarlayı bu sene muhtemelen süreceklermiş.,Tarlayı bu sene sürecekleri kesinmiş.,Tarlayı bu sene muhtemelen sürmeyeceklermiş.,Tarlayı bu sene sürecekleri kesin değilmiş.,"Tarlayı bu sene muhtemelen süreceklermiş, hatta sürecekleri kesinmiş.","Tarlayı bu sene muhtemelen süreceklermiş, sürecekleri belki de kesinmiş.",Tarlayı bu sene muhtemelen süreceklermiş ama sürecekleri kesin değilmiş.,"Tarlayı bu sene sürecekleri kesin değilmiş, hatta muhtemelen sürmeyeceklermiş.","Tarlayı bu sene sürecekleri kesin değilmiş, muhtemelen sürmeyeceklermiş bile.",Tarlayı bu sene sürecekleri kesin değilmiş ama muhtemelen süreceklermiş.
