scale,A,B,C,D,D2,AD_cancellation,AD_suspension,AD_reinforcement,DA_cancellation,DA_suspension,DA_reinforcement,C_implicature_1,C_implicature_2,C_implicature_3
iki-üç,Yatay geçişle iki öğrenci geldi.,Yatay geçişle üç öğrenci geldi.,Yatay geçişle iki öğrenci gelmedi.,Yatay geçişle üç öğrenci gelmedi.,Yatay geçişle ikiden fazla öğrenci gelmedi.,"Yatay geçişle iki öğrenci geldi, hatta üç öğrenci geldi.","Yatay geçişle iki öğrenci geldi, belki de üç öğrenci geldi.",Yatay geçişle iki öğrenci geldi ama üç öğrenci gelmedi.,"Yatay geçişle üç öğrenci gelmedi, hatta iki öğrenci bile gelmedi.","Yatay geçişle üç öğrenci gelmedi, belki iki öğrenci bile gelmedi.",Yatay geçişle üç öğrenci gelmedi ama iki öğrenci geldi.,Yatay geçişle ikiden az öğrenci geldi.,Yatay geçişle en fazla bir öğrenci geldi.,Yatay geçişle en az bir tane öğrenci geldi.
iki-üç,Şarkıcının aldığı ev sayısı ikiymiş.,Şarkıcının aldığı ev sayısı üçmüş.,Şarkıcının aldığı ev sayısı iki değilmiş.,Şarkıcının aldığı ev sayısı üç değilmiş.,Şarkıcının aldığı ev sayısı ikiden fazla değilmiş.,"Şarkıcının aldığı ev sayısı ikiymiş, hatta üçmüş.","Şarkıcının aldığı ev sayısı ikiymiş, belki de üçmüş.",Şarkıcının aldığı ev sayısı ikiymiş ama üç değilmiş.,"Şarkıcının aldığı ev sayısı üç değilmiş, hatta iki bile değilmiş.","Şarkıcının aldığı ev sayısı üç değilmiş, belki iki bile değilmiş.",Şarkıcının aldığı ev sayısı üç değilmiş ama ikiymiş.,Şarkıcının aldığı ev sayısı ikiden azmış.,Şarkıcının aldığı ev sayısı en fazla birmiş.,Şarkıcının aldığı ev sayısı en az bir taneymiş.
iki-üç,Hesabında iki kişiyi takip ediyormuş.,Hesabında üç kişiyi takip ediyormuş.,Hesabında iki kişiyi takip etmiyormuş.,Hesabında üç kişiyi takip etmiyormuş.,Hesabında ikiden fazla kişiyi takip etmiyormuş.,"Hesabında iki kişiyi takip ediyormuş, hatta üç kişiyi takip ediyormuş.","Hesabında iki kişiyi takip ediyormuş, belki de üç kişiyi takip ediyormuş.",Hesabında iki kişiyi takip ediyormuş ama üç kişiyi takip etmiyormuş.,"Hesabında üç kişiyi takip etmiyormuş, hatta iki kişiyi bile takip etmiyormuş.","Hesabında üç kişiyi takip etmiyormuş, belki iki kişiyi bile takip etmiyormuş.",Hesabında üç kişiyi takip etmiyormuş ama iki kişiyi takip ediyormuş.,Hesabında ikiden az kişiyi takip ediyormuş.,Hesabında en fazla bir kişiyi takip ediyormuş.,Hesabında en az bir tane kişiyi takip ediyormuş.
iki-üç,Yeni binada iki kişi var.,Yeni binada üç kişi var.,Yeni binada iki kişi yok.,Yeni binada üç kişi yok.,Yeni binada iki kişiden fazlası yok.,"Yeni binada iki kişi var, hatta üç kişi var.","Yeni binada iki kişi var, belki de üç kişi var.",Yeni binada iki kişi var ama üç kişi yok.,"Yeni binada üç kişi yok, hatta iki kişi bile yok.","Yeni binada üç kişi yok, belki iki kişi bile yok.",Yeni binada üç kişi yok ama iki kişi var.,Yeni binada iki kişiden azı var.,Yeni binada en fazla bir kişi var.,Yeni binada en az bir kişi var.
iki-üç,İstiklal Caddesi'nde iki kamyon var.,İstiklal Caddesi'nde üç kamyon var.,İstiklal Caddesi'nde iki kamyon yok.,İstiklal Caddesi'nde üç kamyon yok.,İstiklal Caddesi'nde iki kamyondan fazlası yok.,"İstiklal Caddesi'nde iki kamyon var, hatta üç kamyon var.","İstiklal Caddesi'nde iki kamyon var, belki de üç kamyon var.",İstiklal Caddesi'nde iki kamyon var ama üç kamyon yok.,"İstiklal Caddesi'nde üç kamyon yok, hatta iki kamyon bile yok.","İstiklal Caddesi'nde üç kamyon yok, belki iki kamyon bile yok.",İstiklal Caddesi'nde üç kamyon yok ama iki kamyon var.,İstiklal Caddesi'nde iki kamyondan azı var.,İstiklal Caddesi'nde en fazla bir kamyon var.,İstiklal Caddesi'nde en az bir kamyon var.
iki-üç,Bu yıl iki kişi öldü.,Bu yıl üç kişi öldü.,Bu yıl iki kişi ölmedi.,Bu yıl üç kişi ölmedi.,Bu yıl iki kişiden fazlası ölmedi.,"Bu yıl iki kişi öldü, hatta üç kişi öldü.","Bu yıl iki kişi öldü, belki de üç kişi öldü.",Bu yıl iki kişi öldü ama üç kişi ölmedi.,"Bu yıl üç kişi ölmedi, hatta iki kişi bile ölmedi.","Bu yıl üç kişi ölmedi, belki iki kişi bile ölmedi.",Bu yıl üç kişi ölmedi ama iki kişi öldü.,Bu yıl iki kişiden azı öldü.,Bu yıl en fazla bir kişi öldü.,Bu yıl en az bir kişi öldü.
beş-yedi,Evde beş elma var.,Evde yedi elma var.,Evde beş elma yok.,Evde yedi elma yok.,Evde beşten fazla elma yok.,"Evde beş elma var, hatta yedi elma var.","Evde beş elma var, belki de yedi elma var.",Evde beş elma var ama yedi elma yok.,"Evde yedi elma yok, hatta beş elma bile yok.","Evde yedi elma yok, belki beş elma bile yok.",Evde yedi elma yok ama beş elma var.,Evde beşten az elma var.,Evde en fazla dört elma var.,Evde en az bir elma var.
beş-yedi,Sokakta beş araba var.,Sokakta yedi araba var.,Sokakta beş araba yok.,Sokakta yedi araba yok.,Sokakta beşten fazla araba yok.,"Sokakta beş araba var, hatta yedi araba var.","Sokakta beş araba var, belki de yedi araba var.",Sokakta beş araba var ama yedi araba yok.,"Sokakta yedi araba yok, hatta beş araba bile yok.","Sokakta yedi araba yok, belki beş araba bile yok.",Sokakta yedi araba yok ama beş araba var.,Sokakta beşten az araba var.,Sokakta en fazla dört araba var.,Sokakta en az bir tane araba var.
beş-yedi,Benzinlikte beş tane müşteri var.,Benzinlikte yedi tane müşteri var.,Benzinlikte beş tane müşteri yok.,Benzinlikte yedi tane müşteri yok.,Benzinlikte beşten fazla müşteri yok.,"Benzinlikte beş tane müşteri var, hatta yedi tane müşteri var.","Benzinlikte beş tane müşteri var, belki de yedi tane müşteri var.",Benzinlikte beş tane müşteri var ama yedi tane müşteri yok.,"Benzinlikte yedi tane müşteri yok, hatta beş tane müşteri bile yok.","Benzinlikte yedi tane müşteri yok, belki beş tane müşteri bile yok.",Benzinlikte yedi tane müşteri yok ama beş tane müşteri var.,Benzinlikte beşten az müşteri var.,Benzinlikte en fazla dört müşteri var.,Benzinlikte en az bir tane müşteri var.
beş-yedi,Yardımlara beş ülke katıldı.,Yardımlara yedi ülke katıldı.,Yardımlara beş ülke katılmadı.,Yardımlara yedi ülke katılmadı.,Yardımlara beşten fazla ülke katılmadı.,"Yardımlara beş ülke katıldı, hatta yedi ülke katıldı.","Yardımlara beş ülke katıldı, belki de yedi ülke katıldı.",Yardımlara beş ülke katıldı ama yedi ülke katılmadı.,"Yardımlara yedi ülke katılmadı, hatta beş ülke bile katılmadı.","Yardımlara yedi ülke katılmadı, belki beş ülke bile katılmadı.",Yardımlara yedi ülke katılmadı ama beş ülke katıldı.,Yardımlara beşten az ülke katıldı.,Yardımlara en fazla dört ülke katıldı.,Yardımlara en az bir tane ülke katıldı.
beş-yedi,Köprüden dün beş araç geçmiş.,Köprüden dün yedi araç geçmiş.,Köprüden dün beş araç geçmemiş.,Köprüden dün yedi araç geçmemiş.,Köprüden dün beşten fazla araç geçmemiş.,"Köprüden dün beş araç geçmiş, hatta yedi araç geçmiş.","Köprüden dün beş araç geçmiş, belki de yedi araç geçmiş.",Köprüden dün beş araç geçmiş ama yedi araç geçmemiş.,"Köprüden dün yedi araç geçmemiş, hatta beş araç bile geçmemiş.","Köprüden dün yedi araç geçmemiş, belki beş araç bile geçmemiş.",Köprüden dün yedi araç geçmemiş ama beş araç geçmiş.,Köprüden dün beşten az araç geçmiş.,Köprüden dün en fazla dört araç geçmiş.,Köprüden dün en az bir tane araç geçmiş.
beş-yedi,Hazırlıklar için beş hafta lazımmış.,Hazırlıklar için yedi hafta lazımmış.,Hazırlıklar için beş hafta lazım değilmiş.,Hazırlıklar için yedi hafta lazım değilmiş.,Hazırlıklar için beşten fazla hafta lazım değilmiş.,"Hazırlıklar için beş hafta lazımmış, hatta yedi hafta lazımmış.","Hazırlıklar için beş hafta lazımmış, belki de yedi hafta lazımmış.",Hazırlıklar için beş hafta lazımmış ama yedi hafta lazım değilmiş.,"Hazırlıklar için yedi hafta lazım değilmiş, hatta beş hafta bile lazım değilmiş.","Hazırlıklar için yedi hafta lazım değilmiş, belki beş hafta bile lazım değilmiş.",Hazırlıklar için yedi hafta lazım değilmiş ama beş hafta lazımmış.,Hazırlıklar için beşten az hafta lazımmış.,Hazırlıklar için en fazla dört hafta lazımmış.,Hazırlıklar için en az bir hafta lazımmış.
beş-yedi,Otobüsler beş saat bekledi.,Otobüsler yedi saat bekledi.,Otobüsler beş saat beklemedi.,Otobüsler yedi saat beklemedi.,Otobüsler beşten fazla saat beklemedi.,"Otobüsler beş saat bekledi, hatta yedi saat bekledi.","Otobüsler beş saat bekledi, belki de yedi saat bekledi.",Otobüsler beş saat bekledi ama yedi saat beklemedi.,"Otobüsler yedi saat beklemedi, hatta beş saat bile beklemedi.","Otobüsler yedi saat beklemedi, belki beş saat bile beklemedi.",Otobüsler yedi saat beklemedi ama beş saat bekledi.,Otobüsler beşten az saat bekledi.,Otobüsler en fazla dört saat bekledi.,Otobüsler en az bir saat bekledi.
beş-yedi,Yarışmada beş kişiyi tanıdım.,Yarışmada yedi kişiyi tanıdım.,Yarışmada beş kişiyi tanımadım.,Yarışmada yedi kişiyi tanımadım.,Yarışmada beşten fazla kişiyi tanımadım.,"Yarışmada beş kişiyi tanıdım, hatta yedi kişiyi tanıdım.","Yarışmada beş kişiyi tanıdım, belki de yedi kişiyi tanıdım.",Yarışmada beş kişiyi tanıdım ama yedi kişiyi tanımadım.,"Yarışmada yedi kişiyi tanımadım, hatta beş kişiyi bile tanımadım.","Yarışmada yedi kişiyi tanımadım, belki beş kişiyi bile tanımadım.",Yarışmada yedi kişiyi tanımadım ama beş kişiyi tanıdım.,Yarışmada beşten az kişiyi tanıdım.,Yarışmada en fazla dört kişiyi tanıdım.,Yarışmada en az bir kişiyi tanıdım.
beş-yedi,Konferansta beş arkadaşını görmüşler.,Konferansta yedi arkadaşını görmüşler.,Konferansta beş arkadaşını görmemişler.,Konferansta yedi arkadaşını görmemişler.,Konferansta beşten fazla arkadaşını görmemişler.,"Konferansta beş arkadaşını görmüşler, hatta yedi arkadaşını görmüşler.","Konferansta beş arkadaşını görmüşler, belki de yedi arkadaşını görmüşler.",Konferansta beş arkadaşını görmüşler ama yedi arkadaşını görmemişler.,"Konferansta yedi arkadaşını görmemişler, hatta beş arkadaşını bile görmemişler.","Konferansta yedi arkadaşını görmemişler, belki beş arkadaşını bile görmemişler.",Konferansta yedi arkadaşını görmemişler ama beş arkadaşını görmüşler.,Konferansta beşten az arkadaşını görmüşler.,Konferansta en fazla dört arkadaşını görmüşler.,Konferansta en az bir tane arkadaşını görmüşler.
beş-yedi,Panelde beş soru soruldu.,Panelde yedi soru soruldu.,Panelde beş soru sorulmadı.,Panelde yedi soru sorulmadı.,Panelde beşten fazla soru sorulmadı.,"Panelde beş soru soruldu, hatta yedi soru soruldu.","Panelde beş soru soruldu, belki de yedi soru soruldu.",Panelde beş soru soruldu ama yedi soru sorulmadı.,"Panelde yedi soru sorulmadı, hatta beş soru bile sorulmadı.","Panelde yedi soru sorulmadı, belki beş soru bile sorulmadı.",Panelde yedi soru sorulmadı ama beş soru soruldu.,Panelde beşten az soru soruldu.,Panelde en fazla dört soru soruldu.,Panelde en az bir tane soru soruldu.
beş-yedi,Bu kulüpte beş kişi var.,Bu kulüpte yedi kişi var.,Bu kulüpte beş kişi yok.,Bu kulüpte yedi kişi yok.,Bu kulüpte beşten fazla kişi yok.,"Bu kulüpte beş kişi var, hatta yedi kişi var.","Bu kulüpte beş kişi var, belki de yedi kişi var.",Bu kulüpte beş kişi var ama yedi kişi yok.,"Bu kulüpte yedi kişi yok, hatta beş kişi bile yok.","Bu kulüpte yedi kişi yok, belki beş kişi bile yok.",Bu kulüpte yedi kişi yok ama beş kişi var.,Bu kulüpte beşten az kişi var.,Bu kulüpte en fazla dört kişi var.,Bu kulüpte en az bir kişi var.
beş-yedi,Dün beş yemek yedim.,Dün yedi yemek yedim.,Dün beş yemek yemedim.,Dün yedi yemek yemedim.,Dün beşten fazla yemek yemedim.,"Dün beş yemek yedim, hatta yedi yemek yedim.","Dün beş yemek yedim, belki de yedi yemek yedim.",Dün beş yemek yedim ama yedi yemek yemedim.,"Dün yedi yemek yemedim, hatta beş yemek bile yemedim.","Dün yedi yemek yemedim, belki beş yemek bile yemedim.",Dün yedi yemek yemedim ama beş yemek yedim.,Dün beşten az yemek yedim.,Dün en fazla dört yemek yedim.,Dün en az bir tane yemek yedim.
beş-yedi,Yarın beş şehre uğrayacağım.,Yarın yedi şehre uğrayacağım.,Yarın beş şehre uğramayacağım.,Yarın yedi şehre uğramayacağım.,Yarın beşten fazla şehre uğramayacağım.,"Yarın beş şehre uğrayacağım, hatta yedi şehre uğrayacağım.","Yarın beş şehre uğrayacağım, belki de yedi şehre uğrayacağım.",Yarın beş şehre uğrayacağım ama yedi şehre uğramayacağım.,"Yarın yedi şehre uğramayacağım, hatta beş şehre bile uğramayacağım.","Yarın yedi şehre uğramayacağım, belki beş şehre bile uğramayacağım.",Yarın yedi şehre uğramayacağım ama beş şehre uğrayacağım.,Yarın beşten az şehre uğrayacağım.,Yarın en fazla dört şehre uğrayacağım.,Yarın en az bir tane şehre uğrayacağım.
beş-yedi,Yarın beş saat çalışacağım.,Yarın yedi saat çalışacağım.,Yarın beş saat çalışmayacağım.,Yarın yedi saat çalışmayacağım.,Yarın beşten fazla saat çalışmayacağım.,"Yarın beş saat çalışacağım, hatta yedi saat çalışacağım.","Yarın beş saat çalışacağım, belki de yedi saat çalışacağım.",Yarın beş saat çalışacağım ama yedi saat çalışmayacağım.,"Yarın yedi saat çalışmayacağım, hatta beş saat bile çalışmayacağım.","Yarın yedi saat çalışmayacağım, belki beş saat bile çalışmayacağım.",Yarın yedi saat çalışmayacağım ama beş saat çalışacağım.,Yarın beşten az saat çalışacağım.,Yarın en fazla dört saat çalışacağım.,Yarın en az bir saat çalışacağım.
beş-yedi,Gelecek hafta beş ülkeye gideriz.,Gelecek hafta yedi ülkeye gideriz.,Gelecek hafta beş ülkeye gitmeyiz.,Gelecek hafta yedi ülkeye gitmeyiz.,Gelecek hafta beşten fazla ülkeye gitmeyiz.,"Gelecek hafta beş ülkeye gideriz, hatta yedi ülkeye gideriz.","Gelecek hafta beş ülkeye gideriz, belki de yedi ülkeye gideriz.",Gelecek hafta beş ülkeye gideriz ama yedi ülkeye gitmeyiz.,"Gelecek hafta yedi ülkeye gitmeyiz, hatta beş ülkeye bile gitmeyiz.","Gelecek hafta yedi ülkeye gitmeyiz, belki beş ülkeye bile gitmeyiz.",Gelecek hafta yedi ülkeye gitmeyiz ama beş ülkeye gideriz.,Gelecek hafta beşten az ülkeye gideriz.,Gelecek hafta en fazla dört ülkeye gideriz.,Gelecek hafta en az bir tane ülkeye gideriz.
beş-yedi,Gelecek yıl beş düğüne katılacağız.,Gelecek yıl yedi düğüne katılacağız.,Gelecek yıl beş düğüne katılmayacağız.,Gelecek yıl yedi düğüne katılmayacağız.,Gelecek yıl beşten fazla düğüne katılmayacağız.,"Gelecek yıl beş düğüne katılacağız, hatta yedi düğüne katılacağız.","Gelecek yıl beş düğüne katılacağız, belki de yedi düğüne katılacağız.",Gelecek yıl beş düğüne katılacağız ama yedi düğüne katılmayacağız.,"Gelecek yıl yedi düğüne katılmayacağız, hatta beş düğüne bile katılmayacağız.","Gelecek yıl yedi düğüne katılmayacağız, belki beş düğüne bile katılmayacağız.",Gelecek yıl yedi düğüne katılmayacağız ama beş düğüne katılacağız.,Gelecek yıl beşten az düğüne katılacağız.,Gelecek yıl en fazla dört düğüne katılacağız.,Gelecek yıl en az bir tane düğüne katılacağız.
beş-yedi,Beş kişi fotoğraf çekecek.,Yedi kişi fotoğraf çekecek.,Beş kişi fotoğraf çekmeyecek.,Yedi kişi fotoğraf çekmeyecek.,Beşten fazla kişi fotoğraf çekmeyecek.,"Beş kişi fotoğraf çekecek, hatta yedi kişi fotoğraf çekecek.","Beş kişi fotoğraf çekecek, belki de yedi kişi fotoğraf çekecek.",Beş kişi fotoğraf çekecek ama yedi kişi fotoğraf çekmeyecek.,"Yedi kişi fotoğraf çekmeyecek, hatta beş kişi fotoğraf bile çekmeyecek.","Yedi kişi fotoğraf çekmeyecek, belki beş kişi fotoğraf bile çekmeyecek.",Yedi kişi fotoğraf çekmeyecek ama beş kişi fotoğraf çekecek.,Beşten az kişi fotoğraf çekecek.,En fazla dört kişi fotoğraf çekecek.,En az bir kişi fotoğraf çekecek.
beş-yedi,Beş kişiyle yola çıktık.,Yedi kişiyle yola çıktık.,Beş kişiyle yola çıkmadık.,Yedi kişiyle yola çıkmadık.,Beşten fazla kişiyle yola çıkmadık.,"Beş kişiyle yola çıktık, hatta yedi kişiyle yola çıktık.","Beş kişiyle yola çıktık, belki de yedi kişiyle yola çıktık.",Beş kişiyle yola çıktık ama yedi kişiyle yola çıkmadık.,"Yedi kişiyle yola çıkmadık, hatta beş kişiyle yola bile çıkmadık.","Yedi kişiyle yola çıkmadık, belki beş kişiyle yola bile çıkmadık.",Yedi kişiyle yola çıkmadık ama beş kişiyle yola çıktık.,Beşten az kişiyle yola çıktık.,En fazla dört kişiyle yola çıktık.,En az bir kişiyle yola çıktık.
beş-yedi,Beş biberon kırılmış.,Yedi biberon kırılmış.,Beş biberon kırılmamış.,Yedi biberon kırılmamış.,Beşten fazla biberon kırılmamış.,"Beş biberon kırılmış, hatta yedi biberon kırılmış.","Beş biberon kırılmış, belki de yedi biberon kırılmış.",Beş biberon kırılmış ama yedi biberon kırılmamış.,"Yedi biberon kırılmamış, hatta beş biberon bile kırılmamış.","Yedi biberon kırılmamış, belki beş biberon bile kırılmamış.",Yedi biberon kırılmamış ama beş biberon kırılmış.,Beşten az biberon kırılmış.,En fazla dört biberon kırılmış.,En az bir tane biberon kırılmış. 
